Time Index,CC Value,Time (UTC),MATLAB Time,Threshold Value,Station,Template
30431.125,0.93289,31 January 2011 08:27:11.125,734534.3522,0.82065,MCWV,M4_Mainshock_S
27208.25,0.92853,31 January 2011 07:33:28.250,734534.3149,0.82065,MCWV,M4_Mainshock_S
33018.775,0.91083,31 January 2011 09:10:18.775,734534.3822,0.82065,MCWV,M4_Mainshock_S
33018.55,0.87961,31 January 2011 09:10:18.550,734534.3822,0.82065,MCWV,M4_Mainshock_S
35015.825,0.86569,31 January 2011 09:43:35.825,734534.4053,0.82065,MCWV,M4_Mainshock_S
24808,0.84625,31 January 2011 06:53:28.000,734534.2871,0.82065,MCWV,M4_Mainshock_S
31759.45,0.83382,31 January 2011 08:49:19.450,734534.3676,0.82065,MCWV,M4_Mainshock_S
27208.475,0.83012,31 January 2011 07:33:28.475,734534.3149,0.82065,MCWV,M4_Mainshock_S
62274.225,0.82923,31 January 2011 17:17:54.225,734534.7208,0.82065,MCWV,M4_Mainshock_S
24807.8,0.82911,31 January 2011 06:53:27.800,734534.2871,0.82065,MCWV,M4_Mainshock_S
12672.625,0.82389,31 January 2011 03:31:12.625,734534.1467,0.82065,MCWV,M4_Mainshock_S
33942.775,0.82325,31 January 2011 09:25:42.775,734534.3929,0.82065,MCWV,M4_Mainshock_S
61737.275,0.99637,02 February 2011 17:08:57.275,734536.7146,0.79749,MCWV,M4_Mainshock_S
61737.05,0.89996,02 February 2011 17:08:57.050,734536.7145,0.79749,MCWV,M4_Mainshock_S
61736.85,0.84548,02 February 2011 17:08:56.850,734536.7145,0.79749,MCWV,M4_Mainshock_S
27787.95,0.88224,03 February 2011 07:43:07.950,734537.3216,0.81242,MCWV,M4_Mainshock_S
15445.175,0.85509,03 February 2011 04:17:25.175,734537.1788,0.81242,MCWV,M4_Mainshock_S
43948.55,0.84133,03 February 2011 12:12:28.550,734537.5087,0.81242,MCWV,M4_Mainshock_S
15445.4,0.81264,03 February 2011 04:17:25.400,734537.1788,0.81242,MCWV,M4_Mainshock_S
28823.925,0.89783,04 February 2011 08:00:23.925,734538.3336,0.84227,MCWV,M4_Mainshock_S
32354.25,0.87958,05 February 2011 08:59:14.250,734539.3745,0.82312,MCWV,M4_Mainshock_S
35887.875,0.84183,05 February 2011 09:58:07.875,734539.4154,0.82312,MCWV,M4_Mainshock_S
32354.675,0.8261,05 February 2011 08:59:14.675,734539.3745,0.82312,MCWV,M4_Mainshock_S
36321,0.88997,06 February 2011 10:05:21.000,734540.4204,0.80179,MCWV,M4_Mainshock_S
33838.475,0.83899,06 February 2011 09:23:58.475,734540.3916,0.80179,MCWV,M4_Mainshock_S
292.9,0.8583,07 February 2011 00:04:52.900,734541.0034,0.82019,MCWV,M4_Mainshock_S
24916.95,0.82416,07 February 2011 06:55:16.950,734541.2884,0.82019,MCWV,M4_Mainshock_S
32398.625,0.82132,07 February 2011 08:59:58.625,734541.375,0.82019,MCWV,M4_Mainshock_S
36144.6,1.0712,09 February 2011 10:02:24.600,734543.4183,0.84083,MCWV,M4_Mainshock_S
36144.4,0.86888,09 February 2011 10:02:24.400,734543.4183,0.84083,MCWV,M4_Mainshock_S
36144.825,0.85101,09 February 2011 10:02:24.825,734543.4183,0.84083,MCWV,M4_Mainshock_S
61888.525,1.0287,10 February 2011 17:11:28.525,734544.7163,0.83967,MCWV,M4_Mainshock_S
61890.9,0.92625,10 February 2011 17:11:30.900,734544.7163,0.83967,MCWV,M4_Mainshock_S
61890.7,0.86797,10 February 2011 17:11:30.700,734544.7163,0.83967,MCWV,M4_Mainshock_S
61890.475,0.86277,10 February 2011 17:11:30.475,734544.7163,0.83967,MCWV,M4_Mainshock_S
79100.25,0.85097,10 February 2011 21:58:20.250,734544.9155,0.83967,MCWV,M4_Mainshock_S
30197.325,0.85926,12 February 2011 08:23:17.325,734546.3495,0.83176,MCWV,M4_Mainshock_S
3117.425,0.85281,12 February 2011 00:51:57.425,734546.0361,0.83176,MCWV,M4_Mainshock_S
30197.125,0.83791,12 February 2011 08:23:17.125,734546.3495,0.83176,MCWV,M4_Mainshock_S
13400.475,0.86219,13 February 2011 03:43:20.475,734547.1551,0.7991,MCWV,M4_Mainshock_S
4620.25,0.85302,13 February 2011 01:17:00.250,734547.0535,0.7991,MCWV,M4_Mainshock_S
4620.45,0.82609,13 February 2011 01:17:00.450,734547.0535,0.7991,MCWV,M4_Mainshock_S
13400.875,0.81885,13 February 2011 03:43:20.875,734547.1551,0.7991,MCWV,M4_Mainshock_S
13400.675,0.81244,13 February 2011 03:43:20.675,734547.1551,0.7991,MCWV,M4_Mainshock_S
61813.575,1.0386,15 February 2011 17:10:13.575,734549.7154,0.83305,MCWV,M4_Mainshock_S
61813.8,1.025,15 February 2011 17:10:13.800,734549.7154,0.83305,MCWV,M4_Mainshock_S
61814.025,0.93723,15 February 2011 17:10:14.025,734549.7154,0.83305,MCWV,M4_Mainshock_S
61814.225,0.88126,15 February 2011 17:10:14.225,734549.7154,0.83305,MCWV,M4_Mainshock_S
61813.375,0.84254,15 February 2011 17:10:13.375,734549.7154,0.83305,MCWV,M4_Mainshock_S
61838.95,0.87992,16 February 2011 17:10:38.950,734550.7157,0.83544,MCWV,M4_Mainshock_S
61437.125,1.0692,17 February 2011 17:03:57.125,734551.7111,0.83389,MCWV,M4_Mainshock_S
61436.9,0.86138,17 February 2011 17:03:56.900,734551.7111,0.83389,MCWV,M4_Mainshock_S
57777.575,0.9905,18 February 2011 16:02:57.575,734552.6687,0.8255,MCWV,M4_Mainshock_S
57778,0.94691,18 February 2011 16:02:58.000,734552.6687,0.8255,MCWV,M4_Mainshock_S
57778.225,0.90504,18 February 2011 16:02:58.225,734552.6687,0.8255,MCWV,M4_Mainshock_S
57777.35,0.86167,18 February 2011 16:02:57.350,734552.6687,0.8255,MCWV,M4_Mainshock_S
69612.325,0.87577,19 February 2011 19:20:12.325,734553.8057,0.81272,MCWV,M4_Mainshock_S
26431.5,0.8851,20 February 2011 07:20:31.500,734554.3059,0.80953,MCWV,M4_Mainshock_S
32846.725,0.88592,21 February 2011 09:07:26.725,734555.3802,0.81186,MCWV,M4_Mainshock_S
78888.1,0.81714,21 February 2011 21:54:48.100,734555.9131,0.81186,MCWV,M4_Mainshock_S
64676.85,0.86474,22 February 2011 17:57:56.850,734556.7486,0.79281,MCWV,M4_Mainshock_S
64676.65,0.86275,22 February 2011 17:57:56.650,734556.7486,0.79281,MCWV,M4_Mainshock_S
14180.775,0.81992,22 February 2011 03:56:20.775,734556.1641,0.79281,MCWV,M4_Mainshock_S
64674.45,0.81135,22 February 2011 17:57:54.450,734556.7485,0.79281,MCWV,M4_Mainshock_S
77059.525,0.80919,22 February 2011 21:24:19.525,734556.8919,0.79281,MCWV,M4_Mainshock_S
77058.85,0.79743,22 February 2011 21:24:18.850,734556.8919,0.79281,MCWV,M4_Mainshock_S
60301.025,0.91654,24 February 2011 16:45:01.025,734558.6979,0.82354,MCWV,M4_Mainshock_S
60685.325,0.88194,24 February 2011 16:51:25.325,734558.7024,0.82354,MCWV,M4_Mainshock_S
60301.225,0.86268,24 February 2011 16:45:01.225,734558.6979,0.82354,MCWV,M4_Mainshock_S
60301.425,0.83387,24 February 2011 16:45:01.425,734558.6979,0.82354,MCWV,M4_Mainshock_S
30629.6,0.86759,25 February 2011 08:30:29.600,734559.3545,0.79666,MCWV,M4_Mainshock_S
30630.025,0.80128,25 February 2011 08:30:30.025,734559.3545,0.79666,MCWV,M4_Mainshock_S
25330.8,0.82941,26 February 2011 07:02:10.800,734560.2932,0.80041,MCWV,M4_Mainshock_S
33020.5,0.83666,27 February 2011 09:10:20.500,734561.3822,0.77817,MCWV,M4_Mainshock_S
33020.075,0.8275,27 February 2011 09:10:20.075,734561.3822,0.77817,MCWV,M4_Mainshock_S
33914.55,0.80412,27 February 2011 09:25:14.550,734561.3925,0.77817,MCWV,M4_Mainshock_S
82848.5,0.80242,27 February 2011 23:00:48.500,734561.9589,0.77817,MCWV,M4_Mainshock_S
67928.825,0.93473,02 March 2011 18:52:08.825,734564.7862,0.82118,MCWV,M4_Mainshock_S
60137.1,0.88176,03 March 2011 16:42:17.100,734565.696,0.82853,MCWV,M4_Mainshock_S
64435.05,0.91588,05 March 2011 17:53:55.050,734567.7458,0.82909,MCWV,M4_Mainshock_S
18345.075,0.95312,06 March 2011 05:05:45.075,734568.2123,0.78145,MCWV,M4_Mainshock_S
18344.65,0.93201,06 March 2011 05:05:44.650,734568.2123,0.78145,MCWV,M4_Mainshock_S
18345.3,0.92605,06 March 2011 05:05:45.300,734568.2123,0.78145,MCWV,M4_Mainshock_S
18344.425,0.92517,06 March 2011 05:05:44.425,734568.2123,0.78145,MCWV,M4_Mainshock_S
18344.85,0.89094,06 March 2011 05:05:44.850,734568.2123,0.78145,MCWV,M4_Mainshock_S
18345.5,0.8652,06 March 2011 05:05:45.500,734568.2123,0.78145,MCWV,M4_Mainshock_S
18345.725,0.83468,06 March 2011 05:05:45.725,734568.2123,0.78145,MCWV,M4_Mainshock_S
61105.775,0.84912,09 March 2011 16:58:25.775,734571.7072,0.82022,MCWV,M4_Mainshock_S
63621.675,0.94531,11 March 2011 17:40:21.675,734573.7364,0.80755,MCWV,M4_Mainshock_S
80630.7,0.91886,11 March 2011 22:23:50.700,734573.9332,0.80755,MCWV,M4_Mainshock_S
80630.5,0.84281,11 March 2011 22:23:50.500,734573.9332,0.80755,MCWV,M4_Mainshock_S
63621.025,0.83018,11 March 2011 17:40:21.025,734573.7364,0.80755,MCWV,M4_Mainshock_S
63622.625,0.8264,11 March 2011 17:40:22.625,734573.7364,0.80755,MCWV,M4_Mainshock_S
63621.25,0.81305,11 March 2011 17:40:21.250,734573.7364,0.80755,MCWV,M4_Mainshock_S
59926.65,0.95117,14 March 2011 16:38:46.650,734576.6936,0.81545,MCWV,M4_Mainshock_S
32241.8,0.82644,14 March 2011 08:57:21.800,734576.3732,0.81545,MCWV,M4_Mainshock_S
22323.5,0.82249,14 March 2011 06:12:03.500,734576.2584,0.81545,MCWV,M4_Mainshock_S
63502.325,0.89985,16 March 2011 17:38:22.325,734578.735,0.82312,MCWV,M4_Mainshock_S
76820.8,0.87335,16 March 2011 21:20:20.800,734578.8891,0.82312,MCWV,M4_Mainshock_S
10956.775,0.87407,19 March 2011 03:02:36.775,734581.1268,0.83172,MCWV,M4_Mainshock_S
62611.925,0.84364,19 March 2011 17:23:31.925,734581.7247,0.83172,MCWV,M4_Mainshock_S
15106.625,0.86527,20 March 2011 04:11:46.625,734582.1748,0.79482,MCWV,M4_Mainshock_S
15106.425,0.82582,20 March 2011 04:11:46.425,734582.1748,0.79482,MCWV,M4_Mainshock_S
36670.05,0.80938,20 March 2011 10:11:10.050,734582.4244,0.79482,MCWV,M4_Mainshock_S
29184.025,0.79664,20 March 2011 08:06:24.025,734582.3378,0.79482,MCWV,M4_Mainshock_S
57686.375,0.99801,22 March 2011 16:01:26.375,734584.6677,0.83473,MCWV,M4_Mainshock_S
57686.6,0.98799,22 March 2011 16:01:26.600,734584.6677,0.83473,MCWV,M4_Mainshock_S
57686.175,0.91376,22 March 2011 16:01:26.175,734584.6677,0.83473,MCWV,M4_Mainshock_S
37149.25,0.88083,22 March 2011 10:19:09.250,734584.43,0.83473,MCWV,M4_Mainshock_S
67429.95,0.85149,22 March 2011 18:43:49.950,734584.7804,0.83473,MCWV,M4_Mainshock_S
57685.95,0.84607,22 March 2011 16:01:25.950,734584.6677,0.83473,MCWV,M4_Mainshock_S
67430.4,0.83792,22 March 2011 18:43:50.400,734584.7804,0.83473,MCWV,M4_Mainshock_S
28468.8,0.8492,24 March 2011 07:54:28.800,734586.3295,0.82832,MCWV,M4_Mainshock_S
35557.5,0.84267,26 March 2011 09:52:37.500,734588.4115,0.82502,MCWV,M4_Mainshock_S
30518.35,0.84263,26 March 2011 08:28:38.350,734588.3532,0.82502,MCWV,M4_Mainshock_S
43302.65,0.93222,27 March 2011 12:01:42.650,734589.5012,0.79674,MCWV,M4_Mainshock_S
46401.675,0.89381,27 March 2011 12:53:21.675,734589.5371,0.79674,MCWV,M4_Mainshock_S
46401.45,0.85406,27 March 2011 12:53:21.450,734589.5371,0.79674,MCWV,M4_Mainshock_S
43302.85,0.82742,27 March 2011 12:01:42.850,734589.5012,0.79674,MCWV,M4_Mainshock_S
43302.45,0.82429,27 March 2011 12:01:42.450,734589.5012,0.79674,MCWV,M4_Mainshock_S
35576.975,0.81839,27 March 2011 09:52:56.975,734589.4118,0.79674,MCWV,M4_Mainshock_S
18706.025,0.87271,28 March 2011 05:11:46.025,734590.2165,0.82343,MCWV,M4_Mainshock_S
18706.45,0.86695,28 March 2011 05:11:46.450,734590.2165,0.82343,MCWV,M4_Mainshock_S
24182.675,0.86614,28 March 2011 06:43:02.675,734590.2799,0.82343,MCWV,M4_Mainshock_S
58115.9,0.91886,29 March 2011 16:08:35.900,734591.6726,0.83827,MCWV,M4_Mainshock_S
62680.45,0.87431,29 March 2011 17:24:40.450,734591.7255,0.83827,MCWV,M4_Mainshock_S
58116.125,0.84716,29 March 2011 16:08:36.125,734591.6726,0.83827,MCWV,M4_Mainshock_S
62681.725,0.84442,29 March 2011 17:24:41.725,734591.7255,0.83827,MCWV,M4_Mainshock_S
18842.75,0.86356,30 March 2011 05:14:02.750,734592.2181,0.8328,MCWV,M4_Mainshock_S
10888.1,0.85994,31 March 2011 03:01:28.100,734593.126,0.83922,MCWV,M4_Mainshock_S
72233.7,0.85514,01 April 2011 20:03:53.700,734594.836,0.83761,MCWV,M4_Mainshock_S
21832.375,0.84775,01 April 2011 06:03:52.375,734594.2527,0.83761,MCWV,M4_Mainshock_S
25423.35,0.98824,02 April 2011 07:03:43.350,734595.2943,0.81172,MCWV,M4_Mainshock_S
29985.15,0.92693,02 April 2011 08:19:45.150,734595.3471,0.81172,MCWV,M4_Mainshock_S
68510.7,0.91633,02 April 2011 19:01:50.700,734595.7929,0.81172,MCWV,M4_Mainshock_S
43155.225,0.8441,02 April 2011 11:59:15.225,734595.4995,0.81172,MCWV,M4_Mainshock_S
33513.325,0.81439,02 April 2011 09:18:33.325,734595.3879,0.81172,MCWV,M4_Mainshock_S
25424.8,0.81301,02 April 2011 07:03:44.800,734595.2943,0.81172,MCWV,M4_Mainshock_S
27372.975,0.96074,03 April 2011 07:36:12.975,734596.3168,0.77481,MCWV,M4_Mainshock_S
32031.65,0.85171,03 April 2011 08:53:51.650,734596.3707,0.77481,MCWV,M4_Mainshock_S
33041.6,0.84987,03 April 2011 09:10:41.600,734596.3824,0.77481,MCWV,M4_Mainshock_S
27373.2,0.8442,03 April 2011 07:36:13.200,734596.3168,0.77481,MCWV,M4_Mainshock_S
41132.95,0.8395,03 April 2011 11:25:32.950,734596.4761,0.77481,MCWV,M4_Mainshock_S
33041.175,0.8369,03 April 2011 09:10:41.175,734596.3824,0.77481,MCWV,M4_Mainshock_S
41133.575,0.82387,03 April 2011 11:25:33.575,734596.4761,0.77481,MCWV,M4_Mainshock_S
29097.375,0.82272,03 April 2011 08:04:57.375,734596.3368,0.77481,MCWV,M4_Mainshock_S
33041.8,0.81747,03 April 2011 09:10:41.800,734596.3824,0.77481,MCWV,M4_Mainshock_S
33041.4,0.80684,03 April 2011 09:10:41.400,734596.3824,0.77481,MCWV,M4_Mainshock_S
41132.75,0.79283,03 April 2011 11:25:32.750,734596.4761,0.77481,MCWV,M4_Mainshock_S
34331.275,0.79228,03 April 2011 09:32:11.275,734596.3974,0.77481,MCWV,M4_Mainshock_S
33042.425,0.79043,03 April 2011 09:10:42.425,734596.3824,0.77481,MCWV,M4_Mainshock_S
42893.025,0.78785,03 April 2011 11:54:53.025,734596.4964,0.77481,MCWV,M4_Mainshock_S
41133.375,0.77964,03 April 2011 11:25:33.375,734596.4761,0.77481,MCWV,M4_Mainshock_S
29097.15,0.77617,03 April 2011 08:04:57.150,734596.3368,0.77481,MCWV,M4_Mainshock_S
68430.475,0.89629,04 April 2011 19:00:30.475,734597.792,0.80935,MCWV,M4_Mainshock_S
68430.675,0.81439,04 April 2011 19:00:30.675,734597.792,0.80935,MCWV,M4_Mainshock_S
69856.075,0.80364,05 April 2011 19:24:16.075,734598.8085,0.7821,MCWV,M4_Mainshock_S
57381.475,0.78342,05 April 2011 15:56:21.475,734598.6641,0.7821,MCWV,M4_Mainshock_S
57323.55,0.9659,08 April 2011 15:55:23.550,734601.6635,0.82538,MCWV,M4_Mainshock_S
57323.35,0.87062,08 April 2011 15:55:23.350,734601.6635,0.82538,MCWV,M4_Mainshock_S
12632.325,0.85996,09 April 2011 03:30:32.325,734602.1462,0.81964,MCWV,M4_Mainshock_S
12636.05,0.83194,09 April 2011 03:30:36.050,734602.1463,0.81964,MCWV,M4_Mainshock_S
51259.375,0.88201,12 April 2011 14:14:19.375,734605.5933,0.83019,MCWV,M4_Mainshock_S
13320.325,0.79747,13 April 2011 03:42:00.325,734606.1542,0.78749,MCWV,M4_Mainshock_S
59023.375,0.93255,14 April 2011 16:23:43.375,734607.6831,0.82009,MCWV,M4_Mainshock_S
66926.075,0.91324,14 April 2011 18:35:26.075,734607.7746,0.82009,MCWV,M4_Mainshock_S
13152.225,0.89585,14 April 2011 03:39:12.225,734607.1522,0.82009,MCWV,M4_Mainshock_S
13190.625,0.86853,15 April 2011 03:39:50.625,734608.1527,0.83278,MCWV,M4_Mainshock_S
14759.275,0.82225,16 April 2011 04:05:59.275,734609.1708,0.7887,MCWV,M4_Mainshock_S
59100.45,0.85351,18 April 2011 16:25:00.450,734611.684,0.80095,MCWV,M4_Mainshock_S
59102.8,0.82217,18 April 2011 16:25:02.800,734611.6841,0.80095,MCWV,M4_Mainshock_S
70775.425,0.81325,18 April 2011 19:39:35.425,734611.8192,0.80095,MCWV,M4_Mainshock_S
59102.6,0.80881,18 April 2011 16:25:02.600,734611.6841,0.80095,MCWV,M4_Mainshock_S
13610.425,0.8373,19 April 2011 03:46:50.425,734612.1575,0.82004,MCWV,M4_Mainshock_S
57344.85,0.93632,20 April 2011 15:55:44.850,734613.6637,0.83437,MCWV,M4_Mainshock_S
59560.55,0.91238,20 April 2011 16:32:40.550,734613.6894,0.83437,MCWV,M4_Mainshock_S
13042.975,0.89216,20 April 2011 03:37:22.975,734613.151,0.83437,MCWV,M4_Mainshock_S
57345.075,0.86035,20 April 2011 15:55:45.075,734613.6637,0.83437,MCWV,M4_Mainshock_S
63824.3,1.0592,22 April 2011 17:43:44.300,734615.7387,0.83341,MCWV,M4_Mainshock_S
28893.2,0.76778,24 April 2011 08:01:33.200,734617.3344,0.74363,MCWV,M4_Mainshock_S
61220.425,0.76255,24 April 2011 17:00:20.425,734617.7086,0.74363,MCWV,M4_Mainshock_S
57951.2,0.75671,24 April 2011 16:05:51.200,734617.6707,0.74363,MCWV,M4_Mainshock_S
59531.5,0.90233,28 April 2011 16:32:11.500,734621.689,0.8223,MCWV,M4_Mainshock_S
36476.3,0.85056,30 April 2011 10:07:56.300,734623.4222,0.83734,MCWV,M4_Mainshock_S
71177.225,0.92795,02 May 2011 19:46:17.225,734625.8238,0.79271,MCWV,M4_Mainshock_S
71178.275,0.8671,02 May 2011 19:46:18.275,734625.8238,0.79271,MCWV,M4_Mainshock_S
71177,0.84633,02 May 2011 19:46:17.000,734625.8238,0.79271,MCWV,M4_Mainshock_S
30930.875,0.80214,02 May 2011 08:35:30.875,734625.358,0.79271,MCWV,M4_Mainshock_S
60063.45,1.0626,05 May 2011 16:41:03.450,734628.6952,0.82772,MCWV,M4_Mainshock_S
60063.65,0.88906,05 May 2011 16:41:03.650,734628.6952,0.82772,MCWV,M4_Mainshock_S
58405.525,0.8504,05 May 2011 16:13:25.525,734628.676,0.82772,MCWV,M4_Mainshock_S
60063.225,0.84672,05 May 2011 16:41:03.225,734628.6952,0.82772,MCWV,M4_Mainshock_S
47700.925,0.8819,06 May 2011 13:15:00.925,734629.5521,0.84111,MCWV,M4_Mainshock_S
32926.275,0.86231,07 May 2011 09:08:46.275,734630.3811,0.83378,MCWV,M4_Mainshock_S
36155.3,0.88335,08 May 2011 10:02:35.300,734631.4185,0.81056,MCWV,M4_Mainshock_S
65210.875,0.88627,10 May 2011 18:06:50.875,734633.7548,0.84361,MCWV,M4_Mainshock_S
59010.575,1.0026,11 May 2011 16:23:30.575,734634.683,0.83923,MCWV,M4_Mainshock_S
59010.8,0.99088,11 May 2011 16:23:30.800,734634.683,0.83923,MCWV,M4_Mainshock_S
26376.725,0.95612,11 May 2011 07:19:36.725,734634.3053,0.83923,MCWV,M4_Mainshock_S
59011.225,0.94987,11 May 2011 16:23:31.225,734634.683,0.83923,MCWV,M4_Mainshock_S
60695.125,0.92521,11 May 2011 16:51:35.125,734634.7025,0.83923,MCWV,M4_Mainshock_S
59011,0.90772,11 May 2011 16:23:31.000,734634.683,0.83923,MCWV,M4_Mainshock_S
59008.675,0.86212,11 May 2011 16:23:28.675,734634.683,0.83923,MCWV,M4_Mainshock_S
59286.475,0.89363,12 May 2011 16:28:06.475,734635.6862,0.83834,MCWV,M4_Mainshock_S
59178.85,0.93385,13 May 2011 16:26:18.850,734636.6849,0.83069,MCWV,M4_Mainshock_S
59178.625,0.87713,13 May 2011 16:26:18.625,734636.6849,0.83069,MCWV,M4_Mainshock_S
59180.975,0.87022,13 May 2011 16:26:20.975,734636.685,0.83069,MCWV,M4_Mainshock_S
59180.75,0.8574,13 May 2011 16:26:20.750,734636.685,0.83069,MCWV,M4_Mainshock_S
29910.225,0.86547,15 May 2011 08:18:30.225,734638.3462,0.78483,MCWV,M4_Mainshock_S
60361.35,0.95436,17 May 2011 16:46:01.350,734640.6986,0.84177,MCWV,M4_Mainshock_S
60362,0.90242,17 May 2011 16:46:02.000,734640.6986,0.84177,MCWV,M4_Mainshock_S
60361.55,0.88627,17 May 2011 16:46:01.550,734640.6986,0.84177,MCWV,M4_Mainshock_S
58936.05,0.88095,17 May 2011 16:22:16.050,734640.6821,0.84177,MCWV,M4_Mainshock_S
60361.775,0.86133,17 May 2011 16:46:01.775,734640.6986,0.84177,MCWV,M4_Mainshock_S
59622.425,1.0597,19 May 2011 16:33:42.425,734642.6901,0.85079,MCWV,M4_Mainshock_S
59622.225,0.9242,19 May 2011 16:33:42.225,734642.6901,0.85079,MCWV,M4_Mainshock_S
59622.65,0.91863,19 May 2011 16:33:42.650,734642.6901,0.85079,MCWV,M4_Mainshock_S
32073.925,0.88056,21 May 2011 08:54:33.925,734644.3712,0.83565,MCWV,M4_Mainshock_S
32073.7,0.84879,21 May 2011 08:54:33.700,734644.3712,0.83565,MCWV,M4_Mainshock_S
21821.85,0.84215,21 May 2011 06:03:41.850,734644.2526,0.83565,MCWV,M4_Mainshock_S
29032.85,0.89035,22 May 2011 08:03:52.850,734645.336,0.80663,MCWV,M4_Mainshock_S
29033.075,0.83115,22 May 2011 08:03:53.075,734645.336,0.80663,MCWV,M4_Mainshock_S
29032.425,0.83109,22 May 2011 08:03:52.425,734645.336,0.80663,MCWV,M4_Mainshock_S
30928.7,0.96837,23 May 2011 08:35:28.700,734646.358,0.83149,MCWV,M4_Mainshock_S
30929.125,0.8649,23 May 2011 08:35:29.125,734646.358,0.83149,MCWV,M4_Mainshock_S
26447.3,0.83533,23 May 2011 07:20:47.300,734646.3061,0.83149,MCWV,M4_Mainshock_S
58867.15,0.96807,25 May 2011 16:21:07.150,734648.6813,0.83999,MCWV,M4_Mainshock_S
58867.375,0.9194,25 May 2011 16:21:07.375,734648.6813,0.83999,MCWV,M4_Mainshock_S
29123.125,0.83211,28 May 2011 08:05:23.125,734651.3371,0.81727,MCWV,M4_Mainshock_S
29122.9,0.82636,28 May 2011 08:05:22.900,734651.3371,0.81727,MCWV,M4_Mainshock_S
30026.75,0.86649,29 May 2011 08:20:26.750,734652.3475,0.78597,MCWV,M4_Mainshock_S
30026.975,0.80848,29 May 2011 08:20:26.975,734652.3475,0.78597,MCWV,M4_Mainshock_S
6335.05,0.85615,30 May 2011 01:45:35.050,734653.0733,0.78932,MCWV,M4_Mainshock_S
34840.975,0.8041,30 May 2011 09:40:40.975,734653.4033,0.78932,MCWV,M4_Mainshock_S
17512.85,0.91615,31 May 2011 04:51:52.850,734654.2027,0.83704,MCWV,M4_Mainshock_S
27145.075,0.89598,31 May 2011 07:32:25.075,734654.3142,0.83704,MCWV,M4_Mainshock_S
28578.4,0.8707,31 May 2011 07:56:18.400,734654.3308,0.83704,MCWV,M4_Mainshock_S
66962.425,0.84499,31 May 2011 18:36:02.425,734654.775,0.83704,MCWV,M4_Mainshock_S
28239.275,0.89957,02 June 2011 07:50:39.275,734656.3268,0.84416,MCWV,M4_Mainshock_S
28239.5,0.86051,02 June 2011 07:50:39.500,734656.3268,0.84416,MCWV,M4_Mainshock_S
58053.075,0.90922,03 June 2011 16:07:33.075,734657.6719,0.84302,MCWV,M4_Mainshock_S
58053.275,0.88817,03 June 2011 16:07:33.275,734657.6719,0.84302,MCWV,M4_Mainshock_S
56140.925,0.92435,05 June 2011 15:35:40.925,734659.6498,0.79992,MCWV,M4_Mainshock_S
31920.85,0.88855,05 June 2011 08:52:00.850,734659.3695,0.79992,MCWV,M4_Mainshock_S
31920.65,0.85577,05 June 2011 08:52:00.650,734659.3695,0.79992,MCWV,M4_Mainshock_S
20952.475,0.82215,05 June 2011 05:49:12.475,734659.2425,0.79992,MCWV,M4_Mainshock_S
28659.175,0.81468,05 June 2011 07:57:39.175,734659.3317,0.79992,MCWV,M4_Mainshock_S
57792.375,0.86497,07 June 2011 16:03:12.375,734661.6689,0.83188,MCWV,M4_Mainshock_S
75375.9,0.86438,07 June 2011 20:56:15.900,734661.8724,0.83188,MCWV,M4_Mainshock_S
20709.425,0.89102,08 June 2011 05:45:09.425,734662.2397,0.83715,MCWV,M4_Mainshock_S
20433.45,0.87197,08 June 2011 05:40:33.450,734662.2365,0.83715,MCWV,M4_Mainshock_S
71951.95,0.85275,08 June 2011 19:59:11.950,734662.8328,0.83715,MCWV,M4_Mainshock_S
13080.375,0.86883,09 June 2011 03:38:00.375,734663.1514,0.83385,MCWV,M4_Mainshock_S
85195.35,0.85956,11 June 2011 23:39:55.350,734665.9861,0.82131,MCWV,M4_Mainshock_S
85195.575,0.8553,11 June 2011 23:39:55.575,734665.9861,0.82131,MCWV,M4_Mainshock_S
63550.575,0.85462,11 June 2011 17:39:10.575,734665.7355,0.82131,MCWV,M4_Mainshock_S
37852.55,0.83106,12 June 2011 10:30:52.550,734666.4381,0.79066,MCWV,M4_Mainshock_S
39542.875,0.85833,15 June 2011 10:59:02.875,734669.4577,0.82814,MCWV,M4_Mainshock_S
58653.9,1.0003,17 June 2011 16:17:33.900,734671.6789,0.8341,MCWV,M4_Mainshock_S
49899.9,0.95463,17 June 2011 13:51:39.900,734671.5775,0.8341,MCWV,M4_Mainshock_S
58654.125,0.93552,17 June 2011 16:17:34.125,734671.6789,0.8341,MCWV,M4_Mainshock_S
75852.6,0.87458,17 June 2011 21:04:12.600,734671.8779,0.8341,MCWV,M4_Mainshock_S
33126.35,0.87684,18 June 2011 09:12:06.350,734672.3834,0.81742,MCWV,M4_Mainshock_S
29471.5,0.86518,19 June 2011 08:11:11.500,734673.3411,0.77313,MCWV,M4_Mainshock_S
29471.725,0.84957,19 June 2011 08:11:11.725,734673.3411,0.77313,MCWV,M4_Mainshock_S
29472.15,0.83785,19 June 2011 08:11:12.150,734673.3411,0.77313,MCWV,M4_Mainshock_S
21366.625,0.82654,19 June 2011 05:56:06.625,734673.2473,0.77313,MCWV,M4_Mainshock_S
21365.75,0.81928,19 June 2011 05:56:05.750,734673.2473,0.77313,MCWV,M4_Mainshock_S
29472.35,0.81202,19 June 2011 08:11:12.350,734673.3411,0.77313,MCWV,M4_Mainshock_S
