Time Index,CC Value,Time (UTC),MATLAB Time,Threshold Value,Station,Template
39056.925,0.70769,05 January 2011 10:50:56.925,734508.452,0.65343,ERPA,M4_Mainshock
39057.425,0.69294,05 January 2011 10:50:57.425,734508.4521,0.65343,ERPA,M4_Mainshock
